Season,GameWeek,Split,Team,PlayerID,PassAttempts,RushAttempts,Targets,PassCompletions,PassYards,PassTDs,PassInts,RushYards,RushTDs,RecCompletions,RecYards,RecTDs
2026,3,M,PIT,15267,0.00,0.00,4.63,0.00,0.00,0.00,0.00,0.00,0.00,3.58,38.08,0.24
2026,3,M,NYG,16033,0.00,0.00,4.11,0.00,0.00,0.00,0.00,0.00,0.00,3.34,38.54,0.22
2026,3,M,MIN,13610,0.00,0.00,4.68,0.00,0.00,0.00,0.00,0.00,0.00,3.62,36.27,0.25
2026,3,M,JAX,13517,0.00,0.27,5.00,0.00,0.00,0.00,0.00,1.22,0.01,3.38,38.49,0.18
2026,3,M,NE,11861,0.00,0.04,5.31,0.00,0.00,0.00,0.00,0.20,0.00,3.46,40.63,0.17
2026,3,M,ARI,17674,0.00,0.00,5.22,0.00,0.00,0.00,0.00,0.00,0.00,2.47,37.85,0.21
2026,3,M,HOU,16932,0.00,0.07,5.24,0.00,0.00,0.00,0.00,0.37,0.00,2.80,41.34,0.14
2026,3,M,LAR,18497,0.00,0.00,5.58,0.00,0.00,0.00,0.00,0.00,0.00,2.73,30.88,0.31
2026,3,M,CAR,10215,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,2.85,28.79,0.34
2026,3,M,BAL,13427,0.00,3.18,2.40,0.00,0.00,0.00,0.00,15.68,0.13,2.08,18.18,0.12
2026,3,M,TEN,19268,0.00,0.12,5.54,0.00,0.00,0.00,0.00,0.57,0.00,3.18,38.10,0.16
2026,3,M,SEA,11863,0.00,0.07,3.74,0.00,0.00,0.00,0.00,0.38,0.00,2.42,35.24,0.21
2026,3,M,DAL,17974,0.00,0.18,4.27,0.00,0.00,0.00,0.00,0.81,0.01,3.01,35.26,0.19
2026,3,M,MIN,14376,0.00,0.00,3.46,0.00,0.00,0.00,0.00,0.00,0.00,2.17,28.06,0.33
2026,3,M,SF,19607,0.00,6.64,0.93,0.00,0.00,0.00,0.00,30.82,0.13,0.83,5.97,0.05
2026,3,M,BUF,17732,0.00,0.04,4.25,0.00,0.00,0.00,0.00,0.17,0.00,2.56,35.44,0.19
2026,3,M,NYG,13449,0.00,6.75,0.75,0.00,0.00,0.00,0.00,26.89,0.22,0.67,5.02,0.03
