Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Odds,ImpliedProb,OurProb,Edge,EdgeBucket,FlatStakeUnits,KellyStakeUnits,KellyFractionUsed,CapturedAt,Status,Actual,PnlFlatUnits,PnlKellyUnits
2026,1,16889,Darnell Washington,PIT,TE,vs ATL,recYds,draftkings,15.5,-109,0.5215,0.6141,0.0926,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12616,Calvin Ridley,TEN,WR,vs NYJ,anytimeTD,fanduel,0.5,500,0.1667,0.2592,0.0925,5-10%,1,2.7755,0.0278,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15306,Javonte Williams,DAL,RB,@ NYG,receptions,betrivers,2.5,150,0.4000,0.4906,0.0906,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17974,Ryan Flournoy,DAL,WR,@ NYG,recYds,draftkings,24.5,-111,0.5261,0.6167,0.0906,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16025,Jalen Nailor,LV,WR,vs MIA,recYds,draftkings,37.5,-110,0.5238,0.6140,0.0902,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16895,Jordan Addison,MIN,WR,vs GB,anytimeTD,draftkings,0.5,275,0.2667,0.3560,0.0893,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18487,Ashton Jeanty,LV,RB,vs MIA,rushYds,circasports,56.5,-110,0.5238,0.6131,0.0892,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17692,Jayden Daniels,WAS,QB,@ PHI,passAtt,thescore,29.5,-110,0.5238,0.6125,0.0887,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18503,Gunnar Helm,TEN,TE,vs NYJ,anytimeTD,betrivers,0.5,575,0.1481,0.2366,0.0885,5-10%,1,2.5965,0.0260,2026-09-11T18:12:40.026Z,pending,,,
2026,1,11698,Samaje Perine,CIN,RB,vs TB,recYds,betrivers,6.5,-112,0.5283,0.6165,0.0882,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18449,Woody Marks,HOU,RB,vs BUF,rushYds,betrivers,28.5,-118,0.5413,0.6285,0.0873,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15267,Pat Freiermuth,PIT,TE,vs ATL,receptions,draftkings,2.5,-128,0.5614,0.6487,0.0873,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17020,Rome Odunze,CHI,WR,@ CAR,recYds,caesars,42.5,-108,0.5192,0.6064,0.0872,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16895,Jordan Addison,MIN,WR,vs GB,receptions,fanduel,3.5,102,0.4950,0.5811,0.0861,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12586,Courtland Sutton,DEN,WR,@ KC,recYds,fanduel,42.5,-114,0.5327,0.6175,0.0848,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16997,Cam Ward,TEN,QB,vs NYJ,rushYds,betr,8.5,-122,0.5495,0.6343,0.0847,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16997,Cam Ward,TEN,QB,vs NYJ,passAtt,caesars,31.5,-109,0.5215,0.6062,0.0846,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,betrivers,0.5,133,0.4292,0.5132,0.0841,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,8743,Geno Smith,NYJ,QB,@ TEN,passYds,draftkings,203.5,-112,0.5283,0.6124,0.0841,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15891,Greg Dulcich,MIA,TE,@ LV,receptions,draftkings,2.5,-114,0.5327,0.6168,0.0840,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16977,Jayden Reed,GB,WR,@ MIN,anytimeTD,draftkings,0.5,330,0.2326,0.3161,0.0836,5-10%,1,2.7227,0.0272,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19235,Jeremiyah Love,ARI,RB,@ LAC,rushYds,caesars,35.5,-112,0.5283,0.6107,0.0824,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15838,Wan'Dale Robinson,TEN,WR,vs NYJ,recYds,circasports,41.5,-110,0.5238,0.6060,0.0822,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13613,Kyler Murray,MIN,QB,vs GB,rushYds,betr,21.5,-116,0.5370,0.6189,0.0819,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16957,Michael Wilson,ARI,WR,@ LAC,recYds,draftkings,40.5,-112,0.5283,0.6100,0.0817,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14509,Justin Jefferson,MIN,WR,vs GB,recYds,circasports,73.5,-110,0.5238,0.6047,0.0809,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15947,Jake Ferguson,DAL,TE,@ NYG,recYds,betr,28.5,-120,0.5455,0.6254,0.0800,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15385,Travis Etienne,NO,RB,@ DET,recYds,fanduel,14.5,-114,0.5327,0.6124,0.0796,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18457,Jack Bech,LV,WR,vs MIA,recYds,draftkings,17.5,-111,0.5261,0.6050,0.0789,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16025,Jalen Nailor,LV,WR,vs MIA,anytimeTD,thescore,0.5,450,0.1818,0.2592,0.0774,5-10%,1,2.3639,0.0236,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17724,Ladd McConkey,LAC,WR,vs ARI,recYds,betrivers,55.5,-115,0.5349,0.6120,0.0771,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18549,Emeka Egbuka,TB,WR,@ CIN,anytimeTD,thescore,0.5,210,0.3226,0.3995,0.0769,5-10%,1,2.8389,0.0284,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16934,Chase Brown,CIN,RB,vs TB,receptions,fanduel,3.5,-108,0.5192,0.5961,0.0769,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16036,Daniel Bellinger,TEN,TE,vs NYJ,anytimeTD,betrivers,0.5,1500,0.0625,0.1393,0.0768,5-10%,1,2.0478,0.0205,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18535,Mason Taylor,NYJ,TE,@ TEN,recYds,draftkings,19.5,-115,0.5349,0.6115,0.0766,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15267,Pat Freiermuth,PIT,TE,vs ATL,recYds,betrivers,24.5,-112,0.5283,0.6041,0.0758,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13536,Terry McLaurin,WAS,WR,@ PHI,recYds,draftkings,49.5,-110,0.5238,0.5996,0.0758,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19242,KC Concepcion,CLE,WR,@ JAX,anytimeTD,fanduel,0.5,550,0.1538,0.2289,0.0751,5-10%,1,2.2189,0.0222,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18574,Jaxson Dart,NYG,QB,vs DAL,anytimeTD,mgm,0.5,220,0.3125,0.3874,0.0749,5-10%,1,2.7227,0.0272,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16808,Jahmyr Gibbs,DET,RB,vs NO,receptions,fanduel,4.5,120,0.4545,0.5294,0.0749,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18574,Jaxson Dart,NYG,QB,vs DAL,passAtt,caesars,29.5,100,0.5000,0.5748,0.0748,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15385,Travis Etienne,NO,RB,@ DET,receptions,fanduel,2.5,-114,0.5327,0.6055,0.0728,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14376,Jauan Jennings,MIN,WR,vs GB,anytimeTD,mgm,0.5,380,0.2083,0.2811,0.0727,5-10%,1,2.2971,0.0230,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13556,David Montgomery,HOU,RB,vs BUF,anytimeTD,mgm,0.5,100,0.5000,0.5726,0.0726,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19235,Jeremiyah Love,ARI,RB,@ LAC,anytimeTD,draftkings,0.5,200,0.3333,0.4055,0.0721,5-10%,1,2.7055,0.0271,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17747,Jonathon Brooks,CAR,RB,vs CHI,rushYds,fanduel,32.5,-114,0.5327,0.6042,0.0715,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12616,Calvin Ridley,TEN,WR,vs NYJ,receptions,draftkings,2.5,146,0.4065,0.4779,0.0713,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17020,Rome Odunze,CHI,WR,@ CAR,receptions,caesars,3.5,118,0.4587,0.5295,0.0708,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16965,Andrei Iosivas,CIN,WR,vs TB,receptions,draftkings,1.5,-103,0.5074,0.5775,0.0701,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14416,Jalen Hurts,PHI,QB,vs WAS,completions,betrivers,19.5,120,0.4545,0.5244,0.0698,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18445,Omarion Hampton,LAC,RB,vs ARI,rushYds,circasports,65.5,-110,0.5238,0.5936,0.0698,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18522,RJ Harvey,DEN,RB,@ KC,anytimeTD,draftkings,0.5,275,0.2667,0.3363,0.0697,5-10%,1,2.3756,0.0238,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15849,Jameson Williams,DET,WR,vs NO,recYds,circasports,58.5,-110,0.5238,0.5907,0.0669,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14509,Justin Jefferson,MIN,WR,vs GB,receptions,betrivers,6.5,138,0.4202,0.4870,0.0668,5-10%,1,2.8813,0.0288,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14506,Tee Higgins,CIN,WR,vs TB,recYds,circasports,60.5,-110,0.5238,0.5893,0.0655,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15306,Javonte Williams,DAL,RB,@ NYG,recYds,betr,9.5,-119,0.5434,0.6088,0.0655,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17784,Bucky Irving,TB,RB,@ CIN,receptions,betrivers,2.5,150,0.4000,0.4652,0.0652,5-10%,1,2.7176,0.0272,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18642,Isaac TeSlaa,DET,WR,vs NO,recYds,draftkings,17.5,-108,0.5192,0.5843,0.0651,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15810,Breece Hall,NYJ,RB,@ TEN,rushYds,circasports,64.5,-110,0.5238,0.5888,0.0650,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17695,Caleb Williams,CHI,QB,@ CAR,passAtt,draftkings,32.5,-105,0.5122,0.5769,0.0647,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18642,Isaac TeSlaa,DET,WR,vs NO,receptions,draftkings,1.5,106,0.4854,0.5500,0.0646,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15868,Drake London,ATL,WR,@ PIT,anytimeTD,fanduel,0.5,250,0.2857,0.3495,0.0638,5-10%,1,2.2322,0.0223,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18472,Harold Fannin,CLE,TE,@ JAX,anytimeTD,draftkings,0.5,360,0.2174,0.2811,0.0637,5-10%,1,2.0344,0.0203,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19298,Denzel Boston,CLE,WR,@ JAX,receptions,betrivers,2.5,125,0.4444,0.5072,0.0628,5-10%,1,2.8251,0.0283,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15332,Amon-Ra St. Brown,DET,WR,vs NO,recYds,draftkings,76.5,-112,0.5283,0.5911,0.0628,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19314,Omar Cooper,NYJ,WR,@ TEN,anytimeTD,draftkings,0.5,1200,0.0769,0.1393,0.0624,5-10%,1,1.6892,0.0169,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15200,Nico Collins,HOU,WR,vs BUF,receptions,draftkings,5.5,121,0.4525,0.5146,0.0621,5-10%,1,2.8351,0.0284,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18574,Jaxson Dart,NYG,QB,vs DAL,completions,draftkings,18.5,-115,0.5349,0.5968,0.0619,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15872,Malik Willis,MIA,QB,@ LV,completions,betrivers,17.5,100,0.5000,0.5616,0.0616,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17974,Ryan Flournoy,DAL,WR,@ NYG,receptions,draftkings,2.5,130,0.4348,0.4959,0.0611,5-10%,1,2.7015,0.0270,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17702,Braelon Allen,NYJ,RB,@ TEN,rushYds,draftkings,16.5,-107,0.5169,0.5778,0.0609,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12507,Saquon Barkley,PHI,RB,vs WAS,receptions,betrivers,2.5,105,0.4878,0.5483,0.0605,5-10%,1,2.9506,0.0295,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15406,DeVonta Smith,PHI,WR,vs WAS,receptions,betrivers,5.5,112,0.4717,0.5320,0.0603,5-10%,1,2.8555,0.0286,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17033,Sam LaPorta,DET,TE,vs NO,anytimeTD,draftkings,0.5,200,0.3333,0.3935,0.0601,5-10%,1,2.2551,0.0226,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17668,Adonai Mitchell,NYJ,WR,@ TEN,recYds,betrivers,30.5,-115,0.5349,0.5936,0.0587,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15385,Travis Etienne,NO,RB,@ DET,rushYds,betrivers,53.5,-118,0.5413,0.5998,0.0585,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12561,Lamar Jackson,BAL,QB,@ IND,passYds,betrivers,213.5,-114,0.5327,0.5911,0.0583,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18555,Jaylin Noel,HOU,WR,vs BUF,receptions,fanduel,1.5,-108,0.5192,0.5773,0.0581,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12514,Dalton Schultz,HOU,TE,vs BUF,receptions,draftkings,3.5,-114,0.5327,0.5907,0.0580,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15946,Christian Watson,GB,WR,@ MIN,recYds,betrivers,53.5,-117,0.5392,0.5967,0.0575,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18449,Woody Marks,HOU,RB,vs BUF,anytimeTD,fanduel,0.5,250,0.2857,0.3430,0.0572,5-10%,1,2.0034,0.0200,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18516,Quinshon Judkins,CLE,RB,@ JAX,receptions,fanduel,1.5,-130,0.5652,0.6225,0.0572,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13536,Terry McLaurin,WAS,WR,@ PHI,receptions,betrivers,3.5,-148,0.5968,0.6534,0.0567,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19230,Ja'Kobi Lane,BAL,WR,@ IND,recYds,fanduel,19.5,-114,0.5327,0.5894,0.0567,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17704,Malik Nabers,NYG,WR,vs DAL,receptions,betrivers,5.5,128,0.4386,0.4952,0.0566,5-10%,1,2.5196,0.0252,2026-09-11T18:12:40.026Z,pending,,,
2026,1,11008,Dak Prescott,DAL,QB,@ NYG,passAtt,thescore,33.5,-105,0.5122,0.5686,0.0564,5-10%,1,2.8890,0.0289,2026-09-11T18:12:40.026Z,pending,,,
2026,1,10133,Stefon Diggs,WAS,WR,@ PHI,receptions,betrivers,3.5,-132,0.5690,0.6250,0.0561,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17692,Jayden Daniels,WAS,QB,@ PHI,completions,betr,17.5,-104,0.5098,0.5655,0.0557,5-10%,1,2.8422,0.0284,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15902,Trey McBride,ARI,TE,@ LAC,recYds,betrivers,55.5,-114,0.5327,0.5881,0.0554,5-10%,1,2.9642,0.0296,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15849,Jameson Williams,DET,WR,vs NO,receptions,betrivers,4.5,143,0.4115,0.4667,0.0552,5-10%,1,2.3437,0.0234,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17704,Malik Nabers,NYG,WR,vs DAL,recYds,draftkings,59.5,-109,0.5215,0.5767,0.0551,5-10%,1,2.8808,0.0288,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18522,RJ Harvey,DEN,RB,@ KC,receptions,draftkings,2.5,-102,0.5050,0.5598,0.0549,5-10%,1,2.7718,0.0277,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14446,Justin Herbert,LAC,QB,vs ARI,passAtt,caesars,29.5,-117,0.5392,0.5932,0.0540,5-10%,1,2.9301,0.0293,2026-09-11T18:12:40.026Z,pending,,,
2026,1,11847,Kendrick Bourne,ARI,WR,@ LAC,recYds,thescore,19.5,100,0.5000,0.5534,0.0534,5-10%,1,2.6680,0.0267,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17695,Caleb Williams,CHI,QB,@ CAR,completions,thescore,20.5,105,0.4878,0.5410,0.0532,5-10%,1,2.5955,0.0260,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18522,RJ Harvey,DEN,RB,@ KC,recYds,betrivers,15.5,-112,0.5283,0.5808,0.0525,5-10%,1,2.7799,0.0278,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17976,Jalen Coker,CAR,WR,vs CHI,anytimeTD,draftkings,0.5,300,0.2500,0.3023,0.0523,5-10%,1,1.7441,0.0174,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17975,Devaughn Vele,NO,WR,@ DET,anytimeTD,draftkings,0.5,400,0.2000,0.2517,0.0517,5-10%,1,1.6168,0.0162,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15902,Trey McBride,ARI,TE,@ LAC,receptions,thescore,5.5,-155,0.6078,0.6593,0.0515,5-10%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19235,Jeremiyah Love,ARI,RB,@ LAC,recYds,draftkings,15.5,-108,0.5192,0.5696,0.0504,5-10%,1,2.6189,0.0262,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17784,Bucky Irving,TB,RB,@ CIN,rushYds,betrivers,57.5,-113,0.5305,0.5803,0.0498,3-5%,1,2.6500,0.0265,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14455,Jonathan Taylor,IND,RB,vs BAL,rushYds,draftkings,75.5,-114,0.5327,0.5821,0.0494,3-5%,1,2.6422,0.0264,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15838,Wan'Dale Robinson,TEN,WR,vs NYJ,anytimeTD,fanduel,0.5,360,0.2174,0.2666,0.0492,3-5%,1,1.5704,0.0157,2026-09-11T18:12:40.026Z,pending,,,
2026,1,11763,Aaron Jones,MIN,RB,vs GB,rushYds,draftkings,29.5,-108,0.5192,0.5684,0.0492,3-5%,1,2.5567,0.0256,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13613,Kyler Murray,MIN,QB,vs GB,passAtt,draftkings,31.5,100,0.5000,0.5491,0.0491,3-5%,1,2.4567,0.0246,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15332,Amon-Ra St. Brown,DET,WR,vs NO,anytimeTD,mgm,0.5,115,0.4651,0.5132,0.0481,3-5%,1,2.2496,0.0225,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19313,Malachi Fields,NYG,WR,vs DAL,anytimeTD,betrivers,0.5,475,0.1739,0.2212,0.0473,3-5%,1,1.4310,0.0143,2026-09-11T18:12:40.026Z,pending,,,
2026,1,8057,Kirk Cousins,LV,QB,vs MIA,passYds,circasports,207.5,-110,0.5238,0.5711,0.0473,3-5%,1,2.4815,0.0248,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17795,MarShawn Lloyd,GB,RB,@ MIN,receptions,caesars,1.5,-154,0.6063,0.6536,0.0473,3-5%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16728,Sean Tucker,TB,RB,@ CIN,anytimeTD,thescore,0.5,450,0.1818,0.2289,0.0471,3-5%,1,1.4401,0.0144,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16032,Cade Otton,TB,TE,@ CIN,recYds,draftkings,30.5,-109,0.5215,0.5679,0.0464,3-5%,1,2.4246,0.0242,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13517,Jakobi Meyers,JAX,WR,vs CLE,receptions,draftkings,3.5,-103,0.5074,0.5533,0.0459,3-5%,1,2.3316,0.0233,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14630,Juwan Johnson,NO,TE,@ DET,receptions,draftkings,4.5,125,0.4444,0.4903,0.0458,3-5%,1,2.0624,0.0206,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18524,Bhayshul Tuten,JAX,RB,vs CLE,anytimeTD,circasports,0.5,150,0.4000,0.4457,0.0457,3-5%,1,1.9030,0.0190,2026-09-11T18:12:40.026Z,pending,,,
2026,1,10729,Jared Goff,DET,QB,vs NO,passAtt,caesars,33.5,-104,0.5098,0.5547,0.0449,3-5%,1,2.2879,0.0229,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13491,Daniel Jones,IND,QB,vs BAL,passAtt,thescore,32.5,-105,0.5122,0.5567,0.0445,3-5%,1,2.2808,0.0228,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14541,Adam Trautman,DEN,TE,@ KC,receptions,hardrock,0.5,-240,0.7059,0.7500,0.0441,3-5%,1,3.0000,0.0300,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17695,Caleb Williams,CHI,QB,@ CAR,passYds,thescore,229.5,-105,0.5122,0.5554,0.0432,3-5%,1,2.2120,0.0221,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15876,James Cook,BUF,RB,@ HOU,anytimeTD,fanduel,0.5,-105,0.5122,0.5551,0.0429,3-5%,1,2.2010,0.0220,2026-09-11T18:12:40.026Z,pending,,,
2026,1,14416,Jalen Hurts,PHI,QB,vs WAS,rushYds,circasports,28.5,-110,0.5238,0.5665,0.0427,3-5%,1,2.2392,0.0224,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15829,Garrett Wilson,NYJ,WR,@ TEN,recYds,caesars,60.5,-113,0.5305,0.5732,0.0427,3-5%,1,2.2736,0.0227,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15984,Jaylen Warren,PIT,RB,vs ATL,recYds,draftkings,17.5,-109,0.5215,0.5642,0.0426,3-5%,1,2.2284,0.0223,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16069,John Metchie,CAR,WR,vs CHI,anytimeTD,mgm,0.5,1150,0.0800,0.1219,0.0419,3-5%,1,1.1387,0.0114,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19268,Carnell Tate,TEN,WR,vs NYJ,receptions,betrivers,3.5,120,0.4545,0.4962,0.0416,3-5%,1,1.9084,0.0191,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16795,Kayshon Boutte,HOU,WR,vs BUF,anytimeTD,mgm,0.5,390,0.2041,0.2442,0.0401,3-5%,1,1.2606,0.0126,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19300,Mike Washington,LV,RB,vs MIA,anytimeTD,draftkings,0.5,390,0.2041,0.2442,0.0401,3-5%,1,1.2606,0.0126,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15850,Jahan Dotson,ATL,WR,@ PIT,recYds,thescore,19.5,110,0.4762,0.5159,0.0398,3-5%,1,1.8975,0.0190,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16658,Dontayvion Wicks,PHI,WR,vs WAS,anytimeTD,mgm,0.5,340,0.2273,0.2666,0.0393,3-5%,1,1.2708,0.0127,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18535,Mason Taylor,NYJ,TE,@ TEN,receptions,fanduel,2.5,106,0.4854,0.5244,0.0390,3-5%,1,1.8953,0.0190,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15946,Christian Watson,GB,WR,@ MIN,anytimeTD,draftkings,0.5,215,0.3175,0.3560,0.0385,3-5%,1,1.4103,0.0141,2026-09-11T18:12:40.026Z,pending,,,
2026,1,12561,Lamar Jackson,BAL,QB,@ IND,completions,draftkings,18.5,104,0.4902,0.5278,0.0376,3-5%,1,1.8461,0.0185,2026-09-11T18:12:40.026Z,pending,,,
2026,1,19242,KC Concepcion,CLE,WR,@ JAX,recYds,draftkings,33.5,-110,0.5238,0.5613,0.0375,3-5%,1,1.9679,0.0197,2026-09-11T18:12:40.026Z,pending,,,
2026,1,17021,Theo Johnson,NYG,TE,vs DAL,receptions,fanduel,1.5,-112,0.5283,0.5655,0.0372,3-5%,1,1.9704,0.0197,2026-09-11T18:12:40.026Z,pending,,,
2026,1,18514,Cam Skattebo,NYG,RB,vs DAL,anytimeTD,thescore,0.5,110,0.4762,0.5132,0.0371,3-5%,1,1.7686,0.0177,2026-09-11T18:12:40.026Z,pending,,,
2026,1,13424,DK Metcalf,PIT,WR,vs ATL,anytimeTD,mgm,0.5,190,0.3448,0.3812,0.0364,3-5%,1,1.3885,0.0139,2026-09-11T18:12:40.026Z,pending,,,
2026,1,15849,Jameson Williams,DET,WR,vs NO,anytimeTD,draftkings,0.5,180,0.3571,0.3935,0.0363,3-5%,1,1.4127,0.0141,2026-09-11T18:12:40.026Z,pending,,,
2026,1,8743,Geno Smith,NYJ,QB,@ TEN,anytimeTD,fanduel,0.5,1200,0.0769,0.1131,0.0362,3-5%,1,0.9792,0.0098,2026-09-11T18:12:40.026Z,pending,,,
2026,1,16941,Tyjae Spears,TEN,RB,vs NYJ,rushYds,fanduel,22.5,-114,0.5327,0.5686,0.0359,3-5%,1,1.9214,0.0192,2026-09-11T18:12:40.026Z,pending,,,
