PlayerID,ID,position,Season,Week,NFLTeamID,Rushes,RushYards,PassComp,PassAtt,PassYards,Receptions,ReceptYds,PassTD,RecptTD,RushTD,Targets
11839,11839,QB,2026,2,KC,2,17,32,47,382,0,0,3,0,0,0
16886,16886,QB,2026,2,HOU,3,29,30,55,353,0,0,0,0,0,0
10729,10729,QB,2026,2,DET,3,7,26,38,327,0,0,4,0,0,0
16995,16995,QB,2026,2,DEN,5,6,22,31,288,0,0,1,0,0,0
15834,15834,QB,2026,2,SF,3,30,20,22,287,0,0,2,0,1,0
16807,16807,QB,2026,2,CAR,1,6,23,36,287,0,0,3,0,0,0
11008,11008,QB,2026,2,DAL,4,26,26,31,279,0,0,4,0,0,0
14416,14416,QB,2026,2,PHI,5,16,26,37,264,0,0,2,0,0,0
8057,8057,QB,2026,2,LV,4,1,19,29,253,0,0,3,0,0,0
17037,17037,QB,2026,2,NO,9,23,27,34,252,0,0,1,0,1,0
12483,12483,QB,2026,2,BUF,14,69,20,31,248,0,0,3,0,2,0
8743,8743,QB,2026,2,NYJ,5,17,27,41,247,0,0,1,0,0,0
11712,11712,QB,2026,2,CLE,7,22,24,30,238,0,0,2,0,0,0
12561,12561,QB,2026,2,BAL,4,34,21,31,235,0,0,1,0,0,0
13736,13736,QB,2026,2,SEA,0,0,19,26,235,0,0,3,0,0,0
13491,13491,QB,2026,2,IND,3,10,22,31,210,0,0,1,0,0,0
17673,17673,QB,2026,2,NE,4,17,14,22,208,0,0,0,0,0,0
14442,14442,QB,2026,2,CIN,1,-1,20,31,207,0,0,2,0,0,0
15872,15872,QB,2026,2,MIA,2,6,14,23,197,0,0,1,0,0,0
14446,14446,QB,2026,2,LAC,3,2,15,27,192,0,0,1,0,0,0
15357,15357,QB,2026,2,JAX,2,6,17,29,189,0,0,0,0,0,0
4307,4307,QB,2026,2,PIT,1,5,23,39,187,0,0,0,0,0,0
16997,16997,QB,2026,2,TEN,4,7,13,20,183,0,0,0,0,2,0
12619,12619,QB,2026,2,TB,4,29,21,34,182,0,0,1,0,0,0
14371,14371,QB,2026,2,GB,0,0,16,29,145,0,0,2,0,0,0
10856,10856,QB,2026,2,MIN,3,6,11,20,143,0,0,0,0,0,0
17695,17695,QB,2026,2,CHI,5,42,15,26,138,0,0,0,0,0,0
10074,10074,QB,2026,2,WAS,1,3,11,16,111,0,0,1,0,0,0
17692,17692,QB,2026,2,WAS,7,69,11,17,96,0,0,1,0,0,0
10919,10919,QB,2026,2,ARI,1,7,17,28,95,0,0,1,0,0,0
11841,11841,QB,2026,2,ATL,2,20,10,17,86,0,0,0,0,0,0
19642,19642,QB,2026,2,ATL,2,16,8,15,59,0,0,0,0,0,0
16946,16946,QB,2026,2,CHI,0,0,5,9,54,0,0,0,0,0,0
19186,19186,P,2026,2,HOU,0,0,0,1,0,0,0,0,0,0,0
19237,19237,WR,2026,2,WAS,0,0,0,1,0,3,24,0,0,0,3
15274,15274,WR,2026,2,WAS,0,0,1,1,0,4,21,0,0,0,6
12629,12629,QB,2026,2,PIT,1,3,0,1,0,0,0,0,0,0,0
15876,15876,RB,2026,2,BUF,21,135,0,0,0,1,4,0,0,1,3
15909,15909,RB,2026,2,KC,24,117,0,0,0,6,61,0,0,0,10
11763,11763,RB,2026,2,MIN,23,105,0,0,0,0,0,0,0,0,0
18445,18445,RB,2026,2,LAC,23,94,0,0,0,2,21,0,0,1,2
14455,14455,RB,2026,2,IND,24,92,0,0,0,4,40,0,0,2,4
17593,17593,RB,2026,2,SEA,21,92,0,0,0,0,0,0,0,0,1
17784,17784,RB,2026,2,TB,17,89,0,0,0,4,1,0,0,0,4
16934,16934,RB,2026,2,CIN,20,80,0,0,0,3,2,0,0,0,5
18517,18517,RB,2026,2,NE,16,76,0,0,0,0,0,0,0,1,0
16661,16661,RB,2026,2,MIA,20,74,0,0,0,3,19,0,0,0,6
16739,16739,RB,2026,2,ATL,16,72,0,0,0,3,9,0,0,0,4
10819,10819,RB,2026,2,BAL,16,68,0,0,0,3,19,0,0,1,3
18524,18524,RB,2026,2,JAX,13,65,0,0,0,2,-3,0,0,1,2
13590,13590,RB,2026,2,TEN,14,64,0,0,0,1,1,0,0,0,1
15242,15242,RB,2026,2,CAR,12,53,0,0,0,2,11,0,1,0,2
16808,16808,RB,2026,2,DET,16,52,0,0,0,6,61,0,1,0,8
19299,19299,RB,2026,2,SEA,13,52,0,0,0,1,8,0,0,0,2
15907,15907,RB,2026,2,ATL,11,51,0,0,0,2,16,0,0,0,2
18487,18487,RB,2026,2,LV,21,48,0,0,0,4,15,0,0,0,7
18520,18520,RB,2026,2,CHI,10,47,0,0,0,2,11,0,0,0,2
14394,14394,RB,2026,2,CHI,16,45,0,0,0,5,54,0,0,0,5
15802,15802,RB,2026,2,WAS,7,43,0,0,0,6,40,0,0,0,6
18811,18811,RB,2026,2,WAS,12,43,0,0,0,1,5,0,0,0,1
15372,15372,RB,2026,2,NE,6,43,0,0,0,1,3,0,0,0,2
15984,15984,RB,2026,2,PIT,11,43,0,0,0,2,34,0,0,0,4
16941,16941,RB,2026,2,TEN,7,41,0,0,0,2,29,0,0,0,2
19241,19241,RB,2026,2,DEN,10,39,0,0,0,3,19,0,0,1,3
14418,14418,RB,2026,2,DEN,10,36,0,0,0,0,0,0,0,0,0
16705,16705,RB,2026,2,PHI,13,33,0,0,0,2,5,0,0,1,2
18515,18515,RB,2026,2,GB,8,32,0,0,0,0,0,0,0,0,0
