PlayerID,ID,position,Season,Week,NFLTeamID,Rushes,RushYards,PassComp,PassAtt,PassYards,Receptions,ReceptYds,PassTD,RecptTD,RushTD,Targets
14371,14371,QB,2026,3,GB,1,0,28,53,312,0,0,2,0,0,0
17700,17700,QB,2026,3,ATL,2,-2,18,25,256,0,0,1,0,0,0
16739,16739,RB,2026,3,ATL,29,194,0,0,0,2,19,0,0,2,2
15907,15907,RB,2026,3,ATL,10,50,0,0,0,0,0,0,0,1,0
17795,17795,RB,2026,3,GB,4,11,0,0,0,2,7,0,0,0,3
18515,18515,RB,2026,3,GB,4,6,0,0,0,1,10,0,0,0,3
15868,15868,WR,2026,3,ATL,0,0,0,0,0,9,194,0,0,0,10
18500,18500,WR,2026,3,GB,0,0,0,0,0,5,100,0,1,0,12
15946,15946,WR,2026,3,GB,0,0,0,0,0,7,96,0,1,0,10
16005,16005,WR,2026,3,GB,0,0,0,0,0,3,31,0,0,0,7
16649,16649,TE,2026,3,GB,0,0,0,0,0,4,26,0,0,0,8
19327,19327,WR,2026,3,GB,0,0,0,0,0,3,22,0,0,0,3
11807,11807,TE,2026,3,GB,0,0,0,0,0,2,16,0,0,0,3
15850,15850,WR,2026,3,ATL,0,0,0,0,0,1,11,0,0,0,3
10748,10748,TE,2026,3,ATL,0,0,0,0,0,2,11,0,1,0,2
13833,13833,WR,2026,3,ATL,0,0,0,0,0,2,9,0,0,0,2
19262,19262,WR,2026,3,ATL,0,0,0,0,0,1,7,0,0,0,2
15265,15265,TE,2026,3,ATL,0,0,0,0,0,1,5,0,0,0,2
16741,16741,RB,2026,3,GB,0,0,0,0,0,1,4,0,0,0,1
15935,15935,WR,2026,3,GB,0,0,0,0,0,0,0,0,0,0,1
