Season,Week,Persona,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBucket,StakeUnits,ScaledBy,BankrollBefore,Status,Actual,PnlUnits,ClvStatus,ClvProb,ClvPct,ClosingOdds,ClosingLine,LineMove,Source,CapturedAt
2026,1,firehose,15404,Jaylen Waddle,DEN,WR,@ KC,receptions,fanduel,4.5,over,-114,,0.5327,0.5327,,1,0.6320,0.0993,0.0993,5-10%,1,1,100,lost,1,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18574,Jaxson Dart,NYG,QB,vs DAL,passYds,draftkings,211.5,over,-111,,0.5261,0.5261,,1,0.6248,0.0987,0.0987,5-10%,1,1,100,won,230,0.9009,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12860,Dallas Goedert,PHI,TE,vs WAS,receptions,draftkings,3.5,over,-110,,0.5238,0.5238,,1,0.6217,0.0979,0.0979,5-10%,1,1,100,won,4,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12616,Calvin Ridley,TEN,WR,vs NYJ,recYds,draftkings,27.5,over,-110,,0.5238,0.5238,,1,0.6205,0.0967,0.0967,5-10%,1,1,100,pending,,,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,11718,Chris Godwin,TB,WR,@ CIN,recYds,circasports,44.5,over,-110,,0.5238,0.5238,,1,0.6203,0.0965,0.0965,5-10%,1,1,100,lost,40,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18460,Colston Loveland,CHI,TE,@ CAR,recYds,fanduel,52.5,over,-114,,0.5327,0.5327,,1,0.6293,0.0965,0.0965,5-10%,1,1,100,lost,0,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17716,Brian Thomas,JAX,WR,vs CLE,receptions,betrivers,3.5,over,155,,0.3922,0.3922,,1,0.4874,0.0952,0.0952,5-10%,1,1,100,lost,3,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18460,Colston Loveland,CHI,TE,@ CAR,receptions,betrivers,4.5,over,-114,,0.5327,0.5327,,1,0.6279,0.0952,0.0952,5-10%,1,1,100,lost,0,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18514,Cam Skattebo,NYG,RB,vs DAL,rushYds,betrivers,47.5,over,-120,,0.5455,0.5455,,1,0.6405,0.0951,0.0951,5-10%,1,1,100,won,81,0.8333,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15891,Greg Dulcich,MIA,TE,@ LV,recYds,betr,25.5,over,-114,,0.5327,0.5327,,1,0.6272,0.0945,0.0945,5-10%,1,1,100,lost,18,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13556,David Montgomery,HOU,RB,vs BUF,recYds,thescore,9.5,over,-135,,0.5745,0.5745,,1,0.6681,0.0936,0.0936,5-10%,1,1,100,won,19,0.7407,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19279,Kenyon Sadiq,NYJ,TE,@ TEN,receptions,fanduel,1.5,over,-108,,0.5192,0.5192,,1,0.6126,0.0934,0.0934,5-10%,1,1,100,won,3,0.9259,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19298,Denzel Boston,CLE,WR,@ JAX,recYds,betrivers,22.5,over,-118,,0.5413,0.5413,,1,0.6345,0.0932,0.0932,5-10%,1,1,100,won,59,0.8475,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15802,Rachaad White,WAS,RB,@ PHI,rushYds,draftkings,23.5,over,-115,,0.5349,0.5349,,1,0.6275,0.0926,0.0926,5-10%,1,1,100,lost,22,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16889,Darnell Washington,PIT,TE,vs ATL,recYds,draftkings,15.5,over,-109,,0.5215,0.5215,,1,0.6141,0.0926,0.0926,5-10%,1,1,100,won,18,0.9174,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15306,Javonte Williams,DAL,RB,@ NYG,receptions,betrivers,2.5,over,150,,0.4000,0.4000,,1,0.4906,0.0906,0.0906,5-10%,1,1,100,won,5,1.5,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17974,Ryan Flournoy,DAL,WR,@ NYG,recYds,draftkings,24.5,over,-111,,0.5261,0.5261,,1,0.6167,0.0906,0.0906,5-10%,1,1,100,lost,22,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16025,Jalen Nailor,LV,WR,vs MIA,recYds,draftkings,37.5,over,-110,,0.5238,0.5238,,1,0.6140,0.0902,0.0902,5-10%,1,1,100,lost,27,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18487,Ashton Jeanty,LV,RB,vs MIA,rushYds,circasports,56.5,over,-110,,0.5238,0.5238,,1,0.6131,0.0892,0.0892,5-10%,1,1,100,won,102,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17692,Jayden Daniels,WAS,QB,@ PHI,passAtt,thescore,29.5,over,-110,,0.5238,0.5238,,1,0.6125,0.0887,0.0887,5-10%,1,1,100,won,34,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,11698,Samaje Perine,CIN,RB,vs TB,recYds,betrivers,6.5,over,-112,,0.5283,0.5283,,1,0.6165,0.0882,0.0882,5-10%,1,1,100,won,30,0.8929,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15267,Pat Freiermuth,PIT,TE,vs ATL,receptions,draftkings,2.5,over,-128,,0.5614,0.5614,,1,0.6487,0.0873,0.0873,5-10%,1,1,100,won,5,0.7813,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18449,Woody Marks,HOU,RB,vs BUF,rushYds,betrivers,28.5,over,-118,,0.5413,0.5413,,1,0.6285,0.0873,0.0873,5-10%,1,1,100,won,42,0.8475,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17020,Rome Odunze,CHI,WR,@ CAR,recYds,caesars,42.5,over,-108,,0.5192,0.5192,,1,0.6064,0.0872,0.0872,5-10%,1,1,100,won,52,0.9259,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16895,Jordan Addison,MIN,WR,vs GB,receptions,fanduel,3.5,over,102,,0.4950,0.4950,,1,0.5811,0.0861,0.0861,5-10%,1,1,100,lost,0,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12586,Courtland Sutton,DEN,WR,@ KC,recYds,fanduel,42.5,over,-114,,0.5327,0.5327,,1,0.6175,0.0848,0.0848,5-10%,1,1,100,lost,11,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16997,Cam Ward,TEN,QB,vs NYJ,rushYds,betr,8.5,over,-122,,0.5495,0.5495,,1,0.6343,0.0847,0.0847,5-10%,1,1,100,won,21,0.8197,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16997,Cam Ward,TEN,QB,vs NYJ,passAtt,caesars,31.5,over,-109,,0.5215,0.5215,,1,0.6062,0.0846,0.0846,5-10%,1,1,100,won,32,0.9174,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,8743,Geno Smith,NYJ,QB,@ TEN,passYds,draftkings,203.5,over,-112,,0.5283,0.5283,,1,0.6124,0.0841,0.0841,5-10%,1,1,100,won,215,0.8929,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15891,Greg Dulcich,MIA,TE,@ LV,receptions,draftkings,2.5,over,-114,,0.5327,0.5327,,1,0.6168,0.0840,0.0840,5-10%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19235,Jeremiyah Love,ARI,RB,@ LAC,rushYds,caesars,35.5,over,-112,,0.5283,0.5283,,1,0.6107,0.0824,0.0824,5-10%,1,1,100,won,41,0.8929,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15838,Wan'Dale Robinson,TEN,WR,vs NYJ,recYds,circasports,41.5,over,-110,,0.5238,0.5238,,1,0.6060,0.0822,0.0822,5-10%,1,1,100,lost,38,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13613,Kyler Murray,MIN,QB,vs GB,rushYds,betr,21.5,over,-116,,0.5370,0.5370,,1,0.6189,0.0819,0.0819,5-10%,1,1,100,lost,9,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16957,Michael Wilson,ARI,WR,@ LAC,recYds,draftkings,40.5,over,-112,,0.5283,0.5283,,1,0.6100,0.0817,0.0817,5-10%,1,1,100,won,56,0.8929,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14509,Justin Jefferson,MIN,WR,vs GB,recYds,circasports,73.5,over,-110,,0.5238,0.5238,,1,0.6047,0.0809,0.0809,5-10%,1,1,100,won,92,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15947,Jake Ferguson,DAL,TE,@ NYG,recYds,betr,28.5,over,-120,,0.5455,0.5455,,1,0.6254,0.0800,0.0800,5-10%,1,1,100,lost,6,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15385,Travis Etienne,NO,RB,@ DET,recYds,fanduel,14.5,over,-114,,0.5327,0.5327,,1,0.6124,0.0796,0.0796,5-10%,1,1,100,won,32,0.8772,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18457,Jack Bech,LV,WR,vs MIA,recYds,draftkings,17.5,over,-111,,0.5261,0.5261,,1,0.6050,0.0789,0.0789,5-10%,1,1,100,won,23,0.9009,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17724,Ladd McConkey,LAC,WR,vs ARI,recYds,betrivers,55.5,over,-115,,0.5349,0.5349,,1,0.6120,0.0771,0.0771,5-10%,1,1,100,won,82,0.8696,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16934,Chase Brown,CIN,RB,vs TB,receptions,fanduel,3.5,over,-108,,0.5192,0.5192,,1,0.5961,0.0769,0.0769,5-10%,1,1,100,won,5,0.9259,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18535,Mason Taylor,NYJ,TE,@ TEN,recYds,draftkings,19.5,over,-115,,0.5349,0.5349,,1,0.6115,0.0766,0.0766,5-10%,1,1,100,lost,-2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13536,Terry McLaurin,WAS,WR,@ PHI,recYds,draftkings,49.5,over,-110,,0.5238,0.5238,,1,0.5996,0.0758,0.0758,5-10%,1,1,100,lost,14,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15267,Pat Freiermuth,PIT,TE,vs ATL,recYds,betrivers,24.5,over,-112,,0.5283,0.5283,,1,0.6041,0.0758,0.0758,5-10%,1,1,100,won,46,0.8929,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16808,Jahmyr Gibbs,DET,RB,vs NO,receptions,fanduel,4.5,over,120,,0.4545,0.4545,,1,0.5294,0.0749,0.0749,5-10%,1,1,100,won,5,1.2,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18574,Jaxson Dart,NYG,QB,vs DAL,passAtt,caesars,29.5,over,100,,0.5000,0.5000,,1,0.5748,0.0748,0.0748,5-10%,1,1,100,lost,29,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15385,Travis Etienne,NO,RB,@ DET,receptions,fanduel,2.5,over,-114,,0.5327,0.5327,,1,0.6055,0.0728,0.0728,5-10%,1,1,100,won,7,0.8772,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17747,Jonathon Brooks,CAR,RB,vs CHI,rushYds,fanduel,32.5,over,-114,,0.5327,0.5327,,1,0.6042,0.0715,0.0715,5-10%,1,1,100,lost,14,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12616,Calvin Ridley,TEN,WR,vs NYJ,receptions,draftkings,2.5,over,146,,0.4065,0.4065,,1,0.4779,0.0713,0.0713,5-10%,1,1,100,pending,,,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17020,Rome Odunze,CHI,WR,@ CAR,receptions,caesars,3.5,over,118,,0.4587,0.4587,,1,0.5295,0.0708,0.0708,5-10%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16965,Andrei Iosivas,CIN,WR,vs TB,receptions,draftkings,1.5,over,-103,,0.5074,0.5074,,1,0.5775,0.0701,0.0701,5-10%,1,1,100,won,2,0.9709,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14416,Jalen Hurts,PHI,QB,vs WAS,completions,betrivers,19.5,over,120,,0.4545,0.4545,,1,0.5244,0.0698,0.0698,5-10%,1,1,100,lost,14,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18445,Omarion Hampton,LAC,RB,vs ARI,rushYds,circasports,65.5,over,-110,,0.5238,0.5238,,1,0.5936,0.0698,0.0698,5-10%,1,1,100,lost,43,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15849,Jameson Williams,DET,WR,vs NO,recYds,circasports,58.5,over,-110,,0.5238,0.5238,,1,0.5907,0.0669,0.0669,5-10%,1,1,100,lost,45,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14509,Justin Jefferson,MIN,WR,vs GB,receptions,betrivers,6.5,over,138,,0.4202,0.4202,,1,0.4870,0.0668,0.0668,5-10%,1,1,100,won,8,1.38,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14506,Tee Higgins,CIN,WR,vs TB,recYds,circasports,60.5,over,-110,,0.5238,0.5238,,1,0.5893,0.0655,0.0655,5-10%,1,1,100,lost,59,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15306,Javonte Williams,DAL,RB,@ NYG,recYds,betr,9.5,over,-119,,0.5434,0.5434,,1,0.6088,0.0655,0.0655,5-10%,1,1,100,won,31,0.8403,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17784,Bucky Irving,TB,RB,@ CIN,receptions,betrivers,2.5,over,150,,0.4000,0.4000,,1,0.4652,0.0652,0.0652,5-10%,1,1,100,won,7,1.5,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18642,Isaac TeSlaa,DET,WR,vs NO,recYds,draftkings,17.5,over,-108,,0.5192,0.5192,,1,0.5843,0.0651,0.0651,5-10%,1,1,100,lost,0,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15810,Breece Hall,NYJ,RB,@ TEN,rushYds,circasports,64.5,over,-110,,0.5238,0.5238,,1,0.5888,0.0650,0.0650,5-10%,1,1,100,won,102,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17695,Caleb Williams,CHI,QB,@ CAR,passAtt,draftkings,32.5,over,-105,,0.5122,0.5122,,1,0.5769,0.0647,0.0647,5-10%,1,1,100,lost,29,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18642,Isaac TeSlaa,DET,WR,vs NO,receptions,draftkings,1.5,over,106,,0.4854,0.4854,,1,0.5500,0.0646,0.0646,5-10%,1,1,100,lost,0,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15332,Amon-Ra St. Brown,DET,WR,vs NO,recYds,draftkings,76.5,over,-112,,0.5283,0.5283,,1,0.5911,0.0628,0.0628,5-10%,1,1,100,lost,67,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19298,Denzel Boston,CLE,WR,@ JAX,receptions,betrivers,2.5,over,125,,0.4444,0.4444,,1,0.5072,0.0628,0.0628,5-10%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15200,Nico Collins,HOU,WR,vs BUF,receptions,draftkings,5.5,over,121,,0.4525,0.4525,,1,0.5146,0.0621,0.0621,5-10%,1,1,100,won,7,1.21,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18574,Jaxson Dart,NYG,QB,vs DAL,completions,draftkings,18.5,over,-115,,0.5349,0.5349,,1,0.5968,0.0619,0.0619,5-10%,1,1,100,won,23,0.8696,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15872,Malik Willis,MIA,QB,@ LV,completions,betrivers,17.5,over,100,,0.5000,0.5000,,1,0.5616,0.0616,0.0616,5-10%,1,1,100,lost,15,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17974,Ryan Flournoy,DAL,WR,@ NYG,receptions,draftkings,2.5,over,130,,0.4348,0.4348,,1,0.4959,0.0611,0.0611,5-10%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17702,Braelon Allen,NYJ,RB,@ TEN,rushYds,draftkings,16.5,over,-107,,0.5169,0.5169,,1,0.5778,0.0609,0.0609,5-10%,1,1,100,won,40,0.9346,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12507,Saquon Barkley,PHI,RB,vs WAS,receptions,betrivers,2.5,over,105,,0.4878,0.4878,,1,0.5483,0.0605,0.0605,5-10%,1,1,100,lost,1,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15406,DeVonta Smith,PHI,WR,vs WAS,receptions,betrivers,5.5,over,112,,0.4717,0.4717,,1,0.5320,0.0603,0.0603,5-10%,1,1,100,lost,3,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17668,Adonai Mitchell,NYJ,WR,@ TEN,recYds,betrivers,30.5,over,-115,,0.5349,0.5349,,1,0.5936,0.0587,0.0587,5-10%,1,1,100,won,60,0.8696,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15385,Travis Etienne,NO,RB,@ DET,rushYds,betrivers,53.5,over,-118,,0.5413,0.5413,,1,0.5998,0.0585,0.0585,5-10%,1,1,100,lost,46,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12561,Lamar Jackson,BAL,QB,@ IND,passYds,betrivers,213.5,over,-114,,0.5327,0.5327,,1,0.5911,0.0583,0.0583,5-10%,1,1,100,won,324,0.8772,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18555,Jaylin Noel,HOU,WR,vs BUF,receptions,fanduel,1.5,over,-108,,0.5192,0.5192,,1,0.5773,0.0581,0.0581,5-10%,1,1,100,won,2,0.9259,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12514,Dalton Schultz,HOU,TE,vs BUF,receptions,draftkings,3.5,over,-114,,0.5327,0.5327,,1,0.5907,0.0580,0.0580,5-10%,1,1,100,won,4,0.8772,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15946,Christian Watson,GB,WR,@ MIN,recYds,betrivers,53.5,over,-117,,0.5392,0.5392,,1,0.5967,0.0575,0.0575,5-10%,1,1,100,won,147,0.8547,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18516,Quinshon Judkins,CLE,RB,@ JAX,receptions,fanduel,1.5,over,-130,,0.5652,0.5652,,1,0.6225,0.0572,0.0572,5-10%,1,1,100,won,2,0.7692,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13536,Terry McLaurin,WAS,WR,@ PHI,receptions,betrivers,3.5,over,-148,,0.5968,0.5968,,1,0.6534,0.0567,0.0567,5-10%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19230,Ja'Kobi Lane,BAL,WR,@ IND,recYds,fanduel,19.5,over,-114,,0.5327,0.5327,,1,0.5894,0.0567,0.0567,5-10%,1,1,100,lost,11,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17704,Malik Nabers,NYG,WR,vs DAL,receptions,betrivers,5.5,over,128,,0.4386,0.4386,,1,0.4952,0.0566,0.0566,5-10%,1,1,100,won,6,1.28,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,11008,Dak Prescott,DAL,QB,@ NYG,passAtt,thescore,33.5,over,-105,,0.5122,0.5122,,1,0.5686,0.0564,0.0564,5-10%,1,1,100,won,34,0.9524,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,10133,Stefon Diggs,WAS,WR,@ PHI,receptions,betrivers,3.5,over,-132,,0.5690,0.5690,,1,0.6250,0.0561,0.0561,5-10%,1,1,100,won,4,0.7576,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17692,Jayden Daniels,WAS,QB,@ PHI,completions,betr,17.5,over,-104,,0.5098,0.5098,,1,0.5655,0.0557,0.0557,5-10%,1,1,100,won,18,0.9615,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15902,Trey McBride,ARI,TE,@ LAC,recYds,betrivers,55.5,over,-114,,0.5327,0.5327,,1,0.5881,0.0554,0.0554,5-10%,1,1,100,won,95,0.8772,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15849,Jameson Williams,DET,WR,vs NO,receptions,betrivers,4.5,over,143,,0.4115,0.4115,,1,0.4667,0.0552,0.0552,5-10%,1,1,100,lost,4,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17704,Malik Nabers,NYG,WR,vs DAL,recYds,draftkings,59.5,over,-109,,0.5215,0.5215,,1,0.5767,0.0551,0.0551,5-10%,1,1,100,won,69,0.9174,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18522,RJ Harvey,DEN,RB,@ KC,receptions,draftkings,2.5,over,-102,,0.5050,0.5050,,1,0.5598,0.0549,0.0549,5-10%,1,1,100,won,4,0.9804,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14446,Justin Herbert,LAC,QB,vs ARI,passAtt,caesars,29.5,over,-117,,0.5392,0.5392,,1,0.5932,0.0540,0.0540,5-10%,1,1,100,lost,27,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,11847,Kendrick Bourne,ARI,WR,@ LAC,recYds,thescore,19.5,over,100,,0.5000,0.5000,,1,0.5534,0.0534,0.0534,5-10%,1,1,100,won,75,1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17695,Caleb Williams,CHI,QB,@ CAR,completions,thescore,20.5,over,105,,0.4878,0.4878,,1,0.5410,0.0532,0.0532,5-10%,1,1,100,won,21,1.05,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18522,RJ Harvey,DEN,RB,@ KC,recYds,betrivers,15.5,over,-112,,0.5283,0.5283,,1,0.5808,0.0525,0.0525,5-10%,1,1,100,won,23,0.8929,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15902,Trey McBride,ARI,TE,@ LAC,receptions,thescore,5.5,over,-155,,0.6078,0.6078,,1,0.6593,0.0515,0.0515,5-10%,1,1,100,won,9,0.6452,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19235,Jeremiyah Love,ARI,RB,@ LAC,recYds,draftkings,15.5,over,-108,,0.5192,0.5192,,1,0.5696,0.0504,0.0504,5-10%,1,1,100,lost,9,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17784,Bucky Irving,TB,RB,@ CIN,rushYds,betrivers,57.5,over,-113,,0.5305,0.5305,,1,0.5803,0.0498,0.0498,3-5%,1,1,100,lost,45,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14455,Jonathan Taylor,IND,RB,vs BAL,rushYds,draftkings,75.5,over,-114,,0.5327,0.5327,,1,0.5821,0.0494,0.0494,3-5%,1,1,100,won,98,0.8772,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,11763,Aaron Jones,MIN,RB,vs GB,rushYds,draftkings,29.5,over,-108,,0.5192,0.5192,,1,0.5684,0.0492,0.0492,3-5%,1,1,100,won,40,0.9259,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13613,Kyler Murray,MIN,QB,vs GB,passAtt,draftkings,31.5,over,100,,0.5000,0.5000,,1,0.5491,0.0491,0.0491,3-5%,1,1,100,lost,5,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17795,MarShawn Lloyd,GB,RB,@ MIN,receptions,caesars,1.5,over,-154,,0.6063,0.6063,,1,0.6536,0.0473,0.0473,3-5%,1,1,100,lost,0,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,8057,Kirk Cousins,LV,QB,vs MIA,passYds,circasports,207.5,over,-110,,0.5238,0.5238,,1,0.5711,0.0473,0.0473,3-5%,1,1,100,lost,160,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16032,Cade Otton,TB,TE,@ CIN,recYds,draftkings,30.5,over,-109,,0.5215,0.5215,,1,0.5679,0.0464,0.0464,3-5%,1,1,100,lost,26,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13517,Jakobi Meyers,JAX,WR,vs CLE,receptions,draftkings,3.5,over,-103,,0.5074,0.5074,,1,0.5533,0.0459,0.0459,3-5%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14630,Juwan Johnson,NO,TE,@ DET,receptions,draftkings,4.5,over,125,,0.4444,0.4444,,1,0.4903,0.0458,0.0458,3-5%,1,1,100,lost,3,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,10729,Jared Goff,DET,QB,vs NO,passAtt,caesars,33.5,over,-104,,0.5098,0.5098,,1,0.5547,0.0449,0.0449,3-5%,1,1,100,won,39,0.9615,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,13491,Daniel Jones,IND,QB,vs BAL,passAtt,thescore,32.5,over,-105,,0.5122,0.5122,,1,0.5567,0.0445,0.0445,3-5%,1,1,100,lost,31,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14541,Adam Trautman,DEN,TE,@ KC,receptions,hardrock,0.5,over,-240,,0.7059,0.7059,,1,0.7500,0.0441,0.0441,3-5%,1,1,100,won,2,0.4167,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17695,Caleb Williams,CHI,QB,@ CAR,passYds,thescore,229.5,over,-105,,0.5122,0.5122,,1,0.5554,0.0432,0.0432,3-5%,1,1,100,won,269,0.9524,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14416,Jalen Hurts,PHI,QB,vs WAS,rushYds,circasports,28.5,over,-110,,0.5238,0.5238,,1,0.5665,0.0427,0.0427,3-5%,1,1,100,won,46,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15829,Garrett Wilson,NYJ,WR,@ TEN,recYds,caesars,60.5,over,-113,,0.5305,0.5305,,1,0.5732,0.0427,0.0427,3-5%,1,1,100,won,79,0.885,,,,,,,rotowire,2026-09-11T18:12:40.026Z
