Season,Week,Persona,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBucket,StakeUnits,ScaledBy,BankrollBefore,Status,Actual,PnlUnits,ClvStatus,ClvProb,ClvPct,ClosingOdds,ClosingLine,LineMove,Source,CapturedAt
2026,2,firehose,12477,DJ Moore,BUF,WR,vs DET,recYds,Hard Rock,90.5,under,-425,275,0.8095,0.7522,0.0762,0,0.9414,0.1319,0.1892,10-15%,1,1,100,won,0,0.2353,line-moved,,,-525,99.5,against,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,12483,Josh Allen,BUF,QB,vs DET,rushYds,Hard Rock,35.5,under,-175,120,0.6364,0.5833,0.0909,0,0.7558,0.1194,0.1724,10-15%,1,1,100,lost,69,-1,line-moved,,,-110,32.5,toward,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,12483,Josh Allen,BUF,QB,vs DET,rushAtt,Hard Rock,3.5,over,-600,,0.8571,0.8571,,1,0.9750,0.1179,0.1179,10-15%,1,1,100,won,14,0.1667,matched,-0.0053,-0.0062,-575,3.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,17732,Keon Coleman,BUF,WR,vs DET,recYds,BetRivers,29.5,over,400,,0.2000,0.2000,,1,0.3174,0.1174,0.1174,10-15%,1,1,100,won,63,4,matched,0.0817,0.4085,255,29.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,18642,Isaac TeSlaa,DET,WR,at BUF,recYds,Hard Rock,35.5,under,-475,300,0.8261,0.7677,0.0761,0,0.9384,0.1124,0.1708,10-15%,1,1,100,won,26,0.2105,line-moved,,,-475,37.5,against,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,13466,Dawson Knox,BUF,TE,vs DET,receptions,BetRivers,1.5,over,128,,0.4386,0.4386,,1,0.5410,0.1024,0.1024,10-15%,1,1,100,won,2,1.28,matched,0.0058,0.0133,125,1.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,16808,Jahmyr Gibbs,DET,RB,at BUF,recYds,DraftKings,30.5,under,-115,-109,0.5349,0.5063,0.0564,0,0.6373,0.1024,0.1310,10-15%,1,1,100,lost,61,-1,line-moved,,,-110,31.5,against,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,10729,Jared Goff,DET,QB,at BUF,passYds,Hard Rock,199.5,under,450,-850,0.1818,0.1689,0.0766,0,0.2793,0.0975,0.1104,5-10%,1,1,100,lost,327,-1,matched,0.0136,0.1579,375,199.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,12483,Josh Allen,BUF,QB,vs DET,passTD,DraftKings,1.5,under,146,-188,0.4065,0.3838,0.0593,0,0.5026,0.0961,0.1189,5-10%,1,1,100,lost,3,-1,matched,0.0057,0.0742,129,1.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,12483,Josh Allen,BUF,QB,vs DET,passYds,Hard Rock,178.5,under,500,-1100,0.1667,0.1538,0.0833,0,0.2598,0.0931,0.1059,5-10%,1,1,100,lost,248,-1,line-moved,,,600,174.5,toward,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,10729,Jared Goff,DET,QB,at BUF,int,DraftKings,0.5,under,-108,-118,0.5192,0.4896,0.0605,0,0.6065,0.0873,0.1169,5-10%,1,1,100,pending,,,matched,-0.0077,0.0425,-118,0.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,5971,Matthew Stafford,LAR,QB,vs NYG,passTD,FanDuel,1.5,under,152,-205,0.3968,0.3712,0.0690,0,0.4809,0.0841,0.1097,5-10%,1,1,100,pending,,,not-found,,,,,,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15447,Joshua Palmer,BUF,WR,vs DET,receptions,DraftKings,1.5,under,-196,152,0.6622,0.6253,0.0590,0,0.7449,0.0827,0.1196,5-10%,1,1,100,won,1,0.5102,matched,-0.0258,0.0167,-206,1.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,10729,Jared Goff,DET,QB,at BUF,completions,DraftKings,24.5,under,-127,101,0.5595,0.5293,0.0570,0,0.6417,0.0822,0.1123,5-10%,1,1,100,lost,26,-1,line-moved,,,100,23.5,toward,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,18514,Cam Skattebo,NYG,RB,at LAR,rushYds,Hard Rock,79.5,over,325,-525,0.2353,0.2188,0.0753,0,0.3174,0.0821,0.0985,5-10%,1,1,100,pending,,,not-found,,,,,,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,18574,Jaxson Dart,NYG,QB,at LAR,rushYds,Hard Rock,49.5,under,-425,275,0.8095,0.7522,0.0762,0,0.8891,0.0796,0.1369,5-10%,1,1,100,pending,,,not-found,,,,,,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,10729,Jared Goff,DET,QB,at BUF,passTD,Caesars,1.5,under,107,-132,0.4831,0.4592,0.0521,0,0.5578,0.0747,0.0986,5-10%,1,1,100,lost,4,-1,matched,-0.0239,0.0000,107,1.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15849,Jameson Williams,DET,WR,at BUF,recYds,Hard Rock,99.5,under,-600,375,0.8571,0.8028,0.0677,0,0.9270,0.0698,0.1242,5-10%,1,1,100,won,33,0.1667,matched,-0.0543,0.0000,-600,99.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,16697,Dalton Kincaid,BUF,TE,vs DET,recYds,Hard Rock,85.5,under,-600,350,0.8571,0.7941,0.0794,0,0.9242,0.0670,0.1301,5-10%,1,1,100,lost,95,-1,line-moved,,,-475,83.5,toward,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,17704,Malik Nabers,NYG,WR,at LAR,receptions,Hard Rock,9.5,over,800,,0.1111,0.1111,,1,0.1754,0.0643,0.0643,5-10%,1,1,100,pending,,,not-found,,,,,,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15892,Khalil Shakir,BUF,WR,vs DET,recYds,BetRivers,69.5,over,295,,0.2532,0.2532,,1,0.3166,0.0634,0.0634,5-10%,1,1,100,lost,38,-1,matched,-0.0032,-0.0125,300,69.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15876,James Cook,BUF,RB,vs DET,rushYds,Caesars,59.5,over,-260,,0.7222,0.7222,,1,0.7845,0.0623,0.0623,5-10%,1,1,100,won,135,0.3846,matched,0.0278,0.0385,-300,59.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15849,Jameson Williams,DET,WR,at BUF,receptions,BetRivers,6.5,over,650,,0.1333,0.1333,,1,0.1937,0.0603,0.0603,5-10%,1,1,100,lost,2,-1,matched,0.0000,0.0000,650,6.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,18574,Jaxson Dart,NYG,QB,at LAR,passTD,FanDuel,1.5,over,182,-250,0.3546,0.3318,0.0689,0,0.4116,0.0570,0.0799,5-10%,1,1,100,pending,,,not-found,,,,,,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15332,Amon-Ra St. Brown,DET,WR,at BUF,receptions,DraftKings,7.5,under,-115,-111,0.5349,0.5042,0.0610,0,0.5906,0.0557,0.0865,5-10%,1,1,100,lost,9,-1,matched,-0.0119,0.0349,-124,7.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,12477,DJ Moore,BUF,WR,vs DET,receptions,DraftKings,6.5,over,406,,0.1976,0.1976,,1,0.2459,0.0482,0.0482,3-5%,1,1,100,lost,0,-1,matched,0.0202,0.1024,359,6.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,15332,Amon-Ra St. Brown,DET,WR,at BUF,recYds,Hard Rock,110.5,under,-400,260,0.8000,0.7423,0.0778,0,0.8471,0.0471,0.1048,3-5%,1,1,100,lost,142,-1,matched,-0.0577,0.0000,-400,110.5,same,opticodds,2026-09-15T18:07:45.828Z
2026,2,firehose,12483,Josh Allen,BUF,QB,vs DET,completions,DraftKings,27.5,over,930,,0.0971,0.0971,,1,0.1379,0.0408,0.0408,3-5%,1,1,100,lost,20,-1,matched,0.0179,0.1839,770,27.5,same,opticodds,2026-09-15T18:07:45.828Z
