Season,Week,Persona,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBucket,StakeUnits,ScaledBy,BankrollBefore,Status,Actual,PnlUnits,ClvStatus,ClvProb,ClvPct,ClosingOdds,ClosingLine,LineMove,Source,CapturedAt
2026,3,firehose,12561,Lamar Jackson,BAL,QB,at DAL,passYds,BetRivers,274.5,over,275,,0.2667,0.2667,,1,0.4241,0.1574,0.1574,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17700,Michael Penix Jr.,ATL,QB,at GB,passYds,Hard Rock,116.5,under,1100,-4000,0.0833,0.0787,0.0589,0,0.2399,0.1566,0.1612,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,completions,DraftKings,25.5,under,-108,-118,0.5192,0.4896,0.0605,0,0.6751,0.1559,0.1855,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15853,George Pickens,DAL,WR,vs BAL,recYds,DraftKings,59.5,over,-111,-113,0.5261,0.4979,0.0566,0,0.6813,0.1552,0.1834,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18515,Kaleb Johnson,GB,RB,vs ATL,rushYds,Hard Rock,42.5,under,-170,125,0.6296,0.5862,0.0741,0,0.7828,0.1532,0.1966,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17700,Michael Penix Jr.,ATL,QB,at GB,passAtt,BetMGM,31.5,under,-110,-120,0.5238,0.4899,0.0693,0,0.6765,0.1527,0.1866,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12483,Josh Allen,BUF,QB,vs LAC,int,BetRivers,1.5,over,540,,0.1563,0.1563,,1,0.3083,0.1520,0.1520,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17795,MarShawn Lloyd,GB,RB,vs ATL,receptions,DraftKings,3.5,over,1700,,0.0556,0.0556,,1,0.2073,0.1518,0.1518,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16739,Bijan Robinson,ATL,RB,at GB,rushAtt,DraftKings,15.5,over,-232,,0.6988,0.6988,,1,0.8467,0.1479,0.1479,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15306,Javonte Williams,DAL,RB,vs BAL,receptions,DraftKings,3.5,under,-147,116,0.5951,0.5625,0.0581,0,0.7405,0.1453,0.1780,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12483,Josh Allen,BUF,QB,vs LAC,passTD,DraftKings,1.5,under,124,-159,0.4464,0.4210,0.0603,0,0.5884,0.1420,0.1674,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14371,Jordan Love,GB,QB,vs ATL,int,BetRivers,1.5,over,460,,0.1786,0.1786,,1,0.3192,0.1407,0.1407,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17700,Michael Penix Jr.,ATL,QB,at GB,completions,BetMGM,19.5,under,-120,-110,0.5455,0.5101,0.0693,0,0.6832,0.1378,0.1731,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,rushYds,Caesars,12.5,under,-109,-120,0.5215,0.4888,0.0670,0,0.6590,0.1374,0.1702,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15306,Javonte Williams,DAL,RB,vs BAL,rushYds,Hard Rock,74.5,under,-240,170,0.7059,0.6559,0.0763,0,0.8412,0.1354,0.1854,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16739,Bijan Robinson,ATL,RB,at GB,recYds,Hard Rock,35.5,under,120,-170,0.4545,0.4193,0.0842,0,0.5826,0.1280,0.1633,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16899,Quentin Johnston,LAC,WR,at BUF,recYds,DraftKings,24.5,over,-223,,0.6904,0.6904,,1,0.8165,0.1261,0.1261,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16739,Bijan Robinson,ATL,RB,at GB,receptions,BetMGM,5.5,under,-160,120,0.6154,0.5752,0.0699,0,0.7395,0.1241,0.1643,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18478,Tre Harris,LAC,WR,at BUF,receptions,Hard Rock,0.5,under,1200,-5000,0.0769,0.0728,0.0573,0,0.2006,0.1237,0.1279,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15947,Jake Ferguson,DAL,TE,vs BAL,receptions,DraftKings,2.5,over,-284,,0.7396,0.7396,,1,0.8625,0.1229,0.1229,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18500,Matthew Golden,GB,WR,vs ATL,receptions,BetRivers,7.5,over,1100,,0.0833,0.0833,,1,0.2029,0.1196,0.1196,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16739,Bijan Robinson,ATL,RB,at GB,rushYds,FanDuel,69.5,over,-164,,0.6212,0.6212,,1,0.7391,0.1179,0.1179,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,passAtt,DraftKings,37.5,under,-122,-104,0.5495,0.5188,0.0594,0,0.6673,0.1177,0.1485,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12483,Josh Allen,BUF,QB,vs LAC,rushAtt,DraftKings,7.5,under,-103,-124,0.5074,0.4782,0.0610,0,0.6234,0.1160,0.1451,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15306,Javonte Williams,DAL,RB,vs BAL,recYds,Hard Rock,41.5,under,-750,400,0.8824,0.8152,0.0824,0,0.9980,0.1157,0.1828,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14446,Justin Herbert,LAC,QB,at BUF,rushYds,Hard Rock,34.5,under,-500,300,0.8333,0.7692,0.0833,0,0.9464,0.1131,0.1772,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,passTD,DraftKings,1.5,under,135,-171,0.4255,0.4028,0.0565,0,0.5347,0.1091,0.1319,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15850,Jahan Dotson,ATL,WR,at GB,recYds,Hard Rock,49.5,under,-800,425,0.8889,0.8235,0.0794,0,0.9967,0.1078,0.1731,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14411,CeeDee Lamb,DAL,WR,vs BAL,receptions,Hard Rock,5.5,under,200,-300,0.3333,0.3077,0.0833,0,0.4410,0.1076,0.1333,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17724,Ladd McConkey,LAC,WR,at BUF,receptions,DraftKings,6.5,over,406,,0.1976,0.1976,,1,0.3044,0.1068,0.1068,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,10819,Derrick Henry,BAL,RB,at DAL,rushYds,theScore,74.5,over,-175,,0.6364,0.6364,,1,0.7411,0.1048,0.1048,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18445,Omarion Hampton,LAC,RB,at BUF,rushYds,BetRivers,79.5,over,230,,0.3030,0.3030,,1,0.4054,0.1024,0.1024,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15907,Brian Robinson Jr.,ATL,RB,at GB,rushYds,BetRivers,39.5,over,400,,0.2000,0.2000,,1,0.3021,0.1021,0.1021,10-15%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12483,Josh Allen,BUF,QB,vs LAC,passYds,BetRivers,274.5,over,230,,0.3030,0.3030,,1,0.4023,0.0993,0.0993,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17700,Michael Penix Jr.,ATL,QB,at GB,int,DraftKings,0.5,under,-104,-123,0.5098,0.4803,0.0614,0,0.6065,0.0967,0.1262,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15868,Drake London,ATL,WR,at GB,recYds,Hard Rock,93.5,under,-425,260,0.8095,0.7445,0.0873,0,0.9035,0.0940,0.1590,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16899,Quentin Johnston,LAC,WR,at BUF,receptions,Caesars,5.5,over,675,,0.1290,0.1290,,1,0.2227,0.0937,0.0937,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17724,Ladd McConkey,LAC,WR,at BUF,recYds,BetRivers,59.5,over,120,,0.4545,0.4545,,1,0.5482,0.0937,0.0937,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15850,Jahan Dotson,ATL,WR,at GB,receptions,DraftKings,1.5,under,134,-172,0.4274,0.4033,0.0597,0,0.5194,0.0921,0.1161,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12483,Josh Allen,BUF,QB,vs LAC,rushYds,Hard Rock,48.5,under,-350,230,0.7778,0.7196,0.0808,0,0.8698,0.0920,0.1501,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15946,Christian Watson,GB,WR,vs ATL,receptions,Hard Rock,3.5,under,195,-275,0.3390,0.3161,0.0723,0,0.4275,0.0885,0.1113,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18478,Tre Harris,LAC,WR,at BUF,recYds,Hard Rock,63.5,under,-600,350,0.8571,0.7941,0.0794,0,0.9440,0.0869,0.1499,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15265,Kyle Pitts,ATL,TE,at GB,recYds,Hard Rock,25.5,over,-220,155,0.6875,0.6368,0.0797,0,0.7738,0.0863,0.1370,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12477,DJ Moore,BUF,WR,vs LAC,recYds,DraftKings,24.5,over,-447,,0.8172,0.8172,,1,0.8975,0.0804,0.0804,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14371,Jordan Love,GB,QB,vs ATL,passTD,DraftKings,1.5,under,106,-136,0.4854,0.4572,0.0617,0,0.5645,0.0791,0.1073,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12483,Josh Allen,BUF,QB,vs LAC,completions,BetRivers,24.5,over,380,,0.2083,0.2083,,1,0.2837,0.0754,0.0754,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16741,Chris Brooks,GB,RB,vs ATL,recYds,Hard Rock,2.5,over,-230,160,0.6970,0.6444,0.0816,0,0.7691,0.0721,0.1247,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15876,James Cook,BUF,RB,vs LAC,rushYds,Hard Rock,111.5,under,-400,250,0.8000,0.7368,0.0857,0,0.8687,0.0687,0.1319,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14446,Justin Herbert,LAC,QB,at BUF,int,BetRivers,0.5,under,-105,-125,0.5122,0.4797,0.0678,0,0.5769,0.0648,0.0973,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,passYds,Hard Rock,174.5,under,850,-3000,0.1053,0.0981,0.0730,0,0.1651,0.0599,0.0670,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16649,Tucker Kraft,GB,TE,vs ATL,recYds,Caesars,29.5,over,-280,,0.7368,0.7368,,1,0.7966,0.0597,0.0597,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15853,George Pickens,DAL,WR,vs BAL,receptions,DraftKings,7.5,over,441,,0.1848,0.1848,,1,0.2441,0.0593,0.0593,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12477,DJ Moore,BUF,WR,vs LAC,receptions,BetRivers,6.5,over,650,,0.1333,0.1333,,1,0.1895,0.0562,0.0562,5-10%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15868,Drake London,ATL,WR,at GB,receptions,DraftKings,5.5,under,-129,101,0.5633,0.5310,0.0608,0,0.6125,0.0491,0.0814,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14371,Jordan Love,GB,QB,vs ATL,passYds,Hard Rock,124.5,under,1600,-8000,0.0588,0.0562,0.0465,0,0.1046,0.0458,0.0484,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18500,Matthew Golden,GB,WR,vs ATL,recYds,Hard Rock,7.5,under,1400,-7000,0.0667,0.0633,0.0526,0,0.1091,0.0424,0.0458,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,rushAtt,Hard Rock,1.5,over,-500,,0.8333,0.8333,,1,0.8738,0.0405,0.0405,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18445,Omarion Hampton,LAC,RB,at BUF,recYds,BetRivers,10.5,over,-110,-121,0.5238,0.4889,0.0713,0,0.5642,0.0404,0.0753,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12561,Lamar Jackson,BAL,QB,at DAL,completions,DraftKings,23.5,over,444,,0.1838,0.1838,,1,0.2196,0.0358,0.0358,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,11008,Dak Prescott,DAL,QB,vs BAL,int,BetRivers,0.5,under,-109,-121,0.5215,0.4878,0.0690,0,0.5543,0.0328,0.0665,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14446,Justin Herbert,LAC,QB,at BUF,passYds,Hard Rock,121.5,under,1400,-6000,0.0667,0.0635,0.0503,0,0.0993,0.0327,0.0358,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16649,Tucker Kraft,GB,TE,vs ATL,receptions,BetRivers,5.5,over,335,,0.2299,0.2299,,1,0.2623,0.0324,0.0324,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14371,Jordan Love,GB,QB,vs ATL,passAtt,theScore,31.5,over,-105,-125,0.5122,0.4797,0.0678,0,0.5426,0.0304,0.0629,3-5%,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
