Season,Week,Persona,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBucket,StakeUnits,ScaledBy,BankrollBefore,Status,Actual,PnlUnits,ClvStatus,ClvProb,ClvPct,ClosingOdds,ClosingLine,LineMove,Source,CapturedAt
2026,3,firehose,17795,MarShawn Lloyd,GB,RB,vs ATL,rushYds,BetRivers,49.5,over,380,,0.2083,0.2083,,1,0.4432,0.2349,0.2349,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,16741,Chris Brooks,GB,RB,vs ATL,rushYds,BetRivers,29.5,over,310,,0.2439,0.2439,,1,0.4589,0.2150,0.2150,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17795,MarShawn Lloyd,GB,RB,vs ATL,recYds,DraftKings,14.5,over,360,,0.2174,0.2174,,1,0.4323,0.2150,0.2150,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12561,Lamar Jackson,BAL,QB,at DAL,rushYds,FanDuel,49.5,over,204,,0.3289,0.3289,,1,0.5419,0.2129,0.2129,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,12561,Lamar Jackson,BAL,QB,at DAL,rushAtt,Hard Rock,5.5,over,-130,100,0.5652,0.5306,0.0652,0,0.7658,0.2006,0.2352,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14371,Jordan Love,GB,QB,vs ATL,completions,theScore,22.5,over,325,,0.2353,0.2353,,1,0.4275,0.1922,0.1922,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15947,Jake Ferguson,DAL,TE,vs BAL,recYds,DraftKings,24.5,over,-130,,0.5652,0.5652,,1,0.7558,0.1906,0.1906,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,15306,Javonte Williams,DAL,RB,vs BAL,rushAtt,DraftKings,13.5,over,-134,,0.5726,0.5726,,1,0.7413,0.1686,0.1686,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,14371,Jordan Love,GB,QB,vs ATL,rushYds,Hard Rock,13.5,over,160,-230,0.3846,0.3556,0.0816,0,0.5483,0.1637,0.1927,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,18445,Omarion Hampton,LAC,RB,at BUF,receptions,BetRivers,1.5,over,-143,,0.5885,0.5885,,1,0.7500,0.1615,0.1615,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
2026,3,firehose,17700,Michael Penix Jr.,ATL,QB,at GB,rushYds,FanDuel,9.5,over,227,,0.3058,0.3058,,1,0.4671,0.1613,0.1613,15%+,1,1,100,pending,,,,,,,,,opticodds,2026-09-22T17:47:03.773Z
