Season,Split,NFLNewsID,PassAtt,RushAtt,Targets,PassComp,PassYard,PassTD,PassInt,RushYard,RushTD,Receptions,RecYard,RecTD
2025,F,16355,0,0,0.608095026,0,0,0,0,0,0,0.608095026,3.648570155,0
2025,M,16355,0,4.621099215,0.9,0,0,0,0,17.58415586,0.02209398,0.9,5.4,0
2025,C,16385,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16385,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16385,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16394,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16394,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16394,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16395,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16395,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16395,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16399,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16399,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16399,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16409,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16409,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16409,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16414,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16414,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16414,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16416,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16416,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16416,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16418,0,0,29.99091823,0,0,0,0,0,0,20.31642848,188.6525501,0.967448975
2025,F,16418,0,0,18.8509458,0,0,0,0,0,0,12.76999554,118.5785301,0.608095026
2025,M,16418,0,0,27.9,0,0,0,0,0,0,18.9,175.5,0.9
2025,C,16423,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16423,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16423,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16431,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16431,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16431,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16453,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16453,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16453,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16469,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16469,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16469,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16475,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16475,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16475,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16477,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16477,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16477,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16494,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16494,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16494,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16499,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16499,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16499,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16509,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16509,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16509,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16514,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16514,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16514,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16523,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16523,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16523,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16530,0,0,0.512178869,0,0,0,0,0,0,0.341452579,3.414525794,0
2025,F,16530,0,0,0.152023756,0,0,0,0,0,0,0.101349171,1.01349171,0
2025,M,16530,0,0,0.3375,0,0,0,0,0,0,0.225,2.25,0
2025,C,16544,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16544,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16544,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16545,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16545,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16545,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16547,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16547,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16547,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16559,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16559,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16559,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16560,0,10.91302513,133.991739,0,0,0,0,64.40830527,0.372257308,79.74545028,1115.843683,7.045117958
2025,F,16560,0,2.854882332,47.84646373,0,0,0,0,17.07568219,0,27.00708373,384.8477219,2.225792272
2025,M,16560,0,6.61543533,94.20207236,0,0,0,0,39.27357492,0.038550749,54.57470866,770.6889956,4.658965687
2025,C,16562,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16562,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16562,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16573,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16573,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16573,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16575,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16575,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16575,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16576,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16576,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16576,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16581,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16581,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16581,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16587,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16587,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16587,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16606,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16606,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16606,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16610,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16610,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16610,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16627,0,0,13.90287207,0,0,0,0,0,0,9.527196934,90.87829103,0.52869884
2025,F,16627,0,0,2.036855374,0,0,0,0,0,0,1.344899538,11.29610523,0
2025,M,16627,0,0,6.891169416,0,0,0,0,0,0,4.676414612,43.22566432,0.036518557
2025,C,16635,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16635,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16635,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16646,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16646,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16646,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16648,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16648,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16648,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16649,0,0.465848093,108.0991711,0,0,0,0,3.597324768,0.196089096,76.70302031,808.1107074,6.688817597
2025,F,16649,0,0,49.08751165,0,0,0,0,0,0,36.64401699,378.0602598,2.641405222
2025,M,16649,0,0.140114173,83.5595577,0,0,0,0,0.367721159,0.008925811,60.92562189,634.6687597,4.813383217
2025,C,16652,0,0,0,0,0,0,0,0,0,0,0,0
2025,F,16652,0,0,0,0,0,0,0,0,0,0,0,0
2025,M,16652,0,0,0,0,0,0,0,0,0,0,0,0
2025,C,16653,320.9379319,51.39333596,0,185.8313333,2230.826183,11.41050296,9.774759348,296.6334814,3.377262481,0,0,0
2025,F,16653,90.02068936,13.22112462,0,53.05622225,636.3912723,3.196499013,2.741746884,69.44065097,0.451848392,0,0,0
2025,M,16653,197,31.11573358,0,115,1380,7,6,170.3044516,1.480835278,0,0,0
2025,C,16654,0,9.408308278,156.1404231,0,0,0,0,56.98519832,0.134293676,104.2501382,1223.750395,8.001824427
2025,F,16654,0,4.566151731,80.02963157,0,0,0,0,22.21597062,0,54.99085647,638.1731944,3.377492494
2025,M,16654,0,7.537477504,128.9236356,0,0,0,0,40.74835808,0.005652571,87.48261393,1020.303322,5.954417484
2025,C,16658,0,0.967448975,61.41598429,0,0,0,0,4.837244875,0,37.34973502,532.8235411,4.010542766
