Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBasis,DevigMethod,LineSource,FixtureID,CapturedAt
2026,2,15876,James Cook,BUF,RB,vs DET,rushYds,BetRivers,78.5,under,-117,-114,0.5392,0.5030,0.0719,0,0.4676,-0.0716,-0.0354,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,16697,Dalton Kincaid,BUF,TE,vs DET,recYds,FanDuel,124.5,over,1279,,0.0725,0.0725,,1,0.0010,-0.0716,-0.0716,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15876,James Cook,BUF,RB,vs DET,rushYds,FanDuel,149.5,over,997,,0.0912,0.0912,,1,0.0192,-0.0720,-0.0720,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,rushAtt,DraftKings,5.5,over,-263,,0.7245,0.7245,,1,0.6525,-0.0720,-0.0720,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,10729,Jared Goff,DET,QB,at BUF,passTD,BetRivers,2.5,over,280,,0.2632,0.2632,,1,0.1912,-0.0720,-0.0720,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15849,Jameson Williams,DET,WR,at BUF,recYds,BetRivers,79.5,over,215,,0.3175,0.3175,,1,0.2454,-0.0721,-0.0721,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,int,DraftKings,0.5,over,130,-166,0.4348,0.4106,0.0588,0,0.3624,-0.0724,-0.0482,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15892,Khalil Shakir,BUF,WR,vs DET,recYds,Hard Rock,14.5,under,550,-1200,0.1538,0.1429,0.0769,0,0.0814,-0.0724,-0.0614,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,int,theScore,0.5,over,130,-170,0.4348,0.4085,0.0644,0,0.3624,-0.0724,-0.0461,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15849,Jameson Williams,DET,WR,at BUF,recYds,Caesars,57.5,under,-111,-120,0.5261,0.4910,0.0715,0,0.4535,-0.0725,-0.0374,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,rushYds,FanDuel,79.5,over,1278,,0.0726,0.0726,,1,0.0000,-0.0726,-0.0726,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,18514,Cam Skattebo,NYG,RB,at LAR,rushYds,Hard Rock,14.5,over,-4000,900,0.9756,0.9070,0.0756,0,0.9029,-0.0727,-0.0041,ev,multiplicative,live,202609222DD46A1C,2026-09-15T18:07:45.828Z
2026,2,13427,Justice Hill,BAL,RB,vs NO,anytimeTD,BetMGM,0.5,over,270,,0.2703,0.2703,,1,0.1975,-0.0728,-0.0728,ev,none,live,20260920941629C7,2026-09-15T18:07:45.828Z
2026,2,17033,Sam LaPorta,DET,TE,at BUF,recYds,Hard Rock,11.5,over,-2500,800,0.9615,0.8964,0.0726,0,0.8887,-0.0728,-0.0077,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,passTD,theScore,2.5,over,225,,0.3077,0.3077,,1,0.2349,-0.0728,-0.0728,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,rushYds,Hard Rock,25.5,over,-180,125,0.6429,0.5912,0.0873,0,0.5701,-0.0728,-0.0211,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15876,James Cook,BUF,RB,vs DET,rushYds,Hard Rock,79.5,under,-125,-110,0.5556,0.5147,0.0794,0,0.4824,-0.0732,-0.0323,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15332,Amon-Ra St. Brown,DET,WR,at BUF,recYds,DraftKings,149.5,over,1040,,0.0877,0.0877,,1,0.0141,-0.0736,-0.0736,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,17033,Sam LaPorta,DET,TE,at BUF,recYds,FanDuel,109.5,over,1258,,0.0736,0.0736,,1,0.0000,-0.0736,-0.0736,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15876,James Cook,BUF,RB,vs DET,rushYds,Hard Rock,113.5,over,325,-525,0.2353,0.2188,0.0753,0,0.1617,-0.0736,-0.0571,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,17033,Sam LaPorta,DET,TE,at BUF,recYds,FanDuel,14.5,over,-1601,,0.9412,0.9412,,1,0.8675,-0.0737,-0.0737,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15332,Amon-Ra St. Brown,DET,WR,at BUF,recYds,Hard Rock,75.5,over,-140,100,0.5833,0.5385,0.0833,0,0.5096,-0.0737,-0.0288,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15332,Amon-Ra St. Brown,DET,WR,at BUF,recYds,theScore,39.5,over,-1300,,0.9286,0.9286,,1,0.8548,-0.0737,-0.0737,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,passYds,DraftKings,299.5,over,282,,0.2618,0.2618,,1,0.1880,-0.0738,-0.0738,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,16697,Dalton Kincaid,BUF,TE,vs DET,recYds,BetRivers,59.5,over,123,,0.4484,0.4484,,1,0.3746,-0.0738,-0.0738,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,17033,Sam LaPorta,DET,TE,at BUF,recYds,Caesars,19.5,over,-900,,0.9000,0.9000,,1,0.8262,-0.0738,-0.0738,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,17033,Sam LaPorta,DET,TE,at BUF,recYds,theScore,19.5,over,-900,,0.9000,0.9000,,1,0.8262,-0.0738,-0.0738,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,17033,Sam LaPorta,DET,TE,at BUF,recYds,FanDuel,49.5,over,103,,0.4926,0.4926,,1,0.4187,-0.0739,-0.0739,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15332,Amon-Ra St. Brown,DET,WR,at BUF,anytimeTD,Caesars,0.5,over,106,,0.4854,0.4854,,1,0.4114,-0.0740,-0.0740,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,passAtt,DraftKings,39.5,over,670,,0.1299,0.1299,,1,0.0557,-0.0742,-0.0742,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,10729,Jared Goff,DET,QB,at BUF,passYds,Hard Rock,368.5,over,700,-2200,0.1250,0.1156,0.0815,0,0.0507,-0.0743,-0.0648,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
