Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Odds,ImpliedProb,OurProb,Edge,RwProj,CapturedAt
2026,1,14442,Joe Burrow,CIN,QB,vs TB,anytimeTD,caesars,0.5,700,0.1250,0.0952,-0.0298,0.1,2026-09-11T18:12:40.026Z
2026,1,14442,Joe Burrow,CIN,QB,vs TB,anytimeTD,thescore,0.5,750,0.1176,0.0952,-0.0225,0.1,2026-09-11T18:12:40.026Z
2026,1,14442,Joe Burrow,CIN,QB,vs TB,anytimeTD,circasports,0.5,725,0.1212,0.0952,-0.0260,0.1,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,betr,0.5,106,0.4854,0.5132,0.0278,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,draftkings,0.5,130,0.4348,0.5132,0.0785,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,fanduel,0.5,115,0.4651,0.5132,0.0481,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,mgm,0.5,115,0.4651,0.5132,0.0481,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,betrivers,0.5,133,0.4292,0.5132,0.0841,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,caesars,0.5,120,0.4545,0.5132,0.0587,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,thescore,0.5,125,0.4444,0.5132,0.0688,0.7,2026-09-11T18:12:40.026Z
2026,1,14506,Tee Higgins,CIN,WR,vs TB,anytimeTD,circasports,0.5,125,0.4444,0.5132,0.0688,0.7,2026-09-11T18:12:40.026Z
2026,1,17696,Erick All,CIN,TE,vs TB,anytimeTD,betr,0.5,529,0.1590,0.0952,-0.0638,0.1,2026-09-11T18:12:40.026Z
2026,1,17696,Erick All,CIN,TE,vs TB,anytimeTD,draftkings,0.5,700,0.1250,0.0952,-0.0298,0.1,2026-09-11T18:12:40.026Z
2026,1,17696,Erick All,CIN,TE,vs TB,anytimeTD,fanduel,0.5,650,0.1333,0.0952,-0.0382,0.1,2026-09-11T18:12:40.026Z
2026,1,17696,Erick All,CIN,TE,vs TB,anytimeTD,mgm,0.5,525,0.1600,0.0952,-0.0648,0.1,2026-09-11T18:12:40.026Z
2026,1,17696,Erick All,CIN,TE,vs TB,anytimeTD,betrivers,0.5,650,0.1333,0.0952,-0.0382,0.1,2026-09-11T18:12:40.026Z
