Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Proj,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBasis,DevigMethod,LineSource,FixtureID,CapturedAt
2026,3,15947,Jake Ferguson,DAL,TE,vs BAL,receptions,FanDuel,1.5,over,3.73,-1101,,0.9167,0.9167,,1,0.9761,0.0594,0.0594,ev,none,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,12477,DJ Moore,BUF,WR,vs LAC,recYds,Hard Rock,34.5,over,52.56,-275,190,0.7333,0.6802,0.0782,0,0.7927,0.0594,0.1125,ev,multiplicative,live,2026092763BB8AC8,2026-09-22T17:47:03.773Z
2026,3,16739,Bijan Robinson,ATL,RB,at GB,rushAtt,DraftKings,11.5,over,18.91,-1280,,0.9275,0.9275,,1,0.9868,0.0593,0.0593,ev,none,live,202609250580A50A,2026-09-22T17:47:03.773Z
2026,3,15853,George Pickens,DAL,WR,vs BAL,receptions,DraftKings,7.5,over,4.89,441,,0.1848,0.1848,,1,0.2441,0.0593,0.0593,ev,none,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,12561,Lamar Jackson,BAL,QB,at DAL,passYds,Caesars,259.5,over,259.92,126,,0.4425,0.4425,,1,0.5018,0.0593,0.0593,ev,none,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,12561,Lamar Jackson,BAL,QB,at DAL,passYds,Caesars,238.5,over,259.92,-114,-114,0.5327,0.5000,0.0654,0,0.5920,0.0592,0.0920,ev,multiplicative,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,15853,George Pickens,DAL,WR,vs BAL,receptions,DraftKings,8.5,over,4.89,810,,0.1099,0.1099,,1,0.1689,0.0590,0.0590,ev,none,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,10819,Derrick Henry,BAL,RB,at DAL,rushYds,Hard Rock,68.5,over,97.69,-275,185,0.7333,0.6764,0.0842,0,0.7922,0.0589,0.1159,ev,multiplicative,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,12483,Josh Allen,BUF,QB,vs LAC,rushYds,DraftKings,35.5,under,32.45,-111,-113,0.5261,0.4979,0.0566,0,0.5847,0.0586,0.0868,ev,multiplicative,live,2026092763BB8AC8,2026-09-22T17:47:03.773Z
2026,3,15850,Jahan Dotson,ATL,WR,at GB,recYds,Hard Rock,59.5,under,17.4,-1600,600,0.9412,0.8682,0.0840,0,0.9998,0.0586,0.1316,ev,multiplicative,live,202609250580A50A,2026-09-22T17:47:03.773Z
2026,3,11008,Dak Prescott,DAL,QB,vs BAL,passTD,theScore,1.5,under,1.57,110,-140,0.4762,0.4494,0.0595,0,0.5347,0.0585,0.0852,ev,multiplicative,live,202609270726D5A2,2026-09-22T17:47:03.773Z
2026,3,15907,Brian Robinson Jr.,ATL,RB,at GB,rushYds,Hard Rock,47.5,over,22,500,-1100,0.1667,0.1538,0.0833,0,0.2250,0.0584,0.0712,ev,multiplicative,live,202609250580A50A,2026-09-22T17:47:03.773Z
